user_id,gender,age,country,subscription_type,listening_time_min,songs_per_day,skip_rate,device_type,ads_per_week,offline_listening_raw,is_churned,churn_label,offline_listening_flag,age_group,listens_per_minute,avg_session_like,ads_exposure_ratio
7465,Male,32.0,DE,Free,20.0,67.0,0.12,Web,16.0,0,1,Churned,No,25-34,3.35,2.9850746268656714,0.23880597014925373
7466,Other,59.0,PK,Student,127.0,54.0,0.52,Web,0.0,1,0,Active,Yes,55-64,0.4251968503937008,23.518518518518515,0.0
7467,Other,34.0,AU,Student,190.0,19.0,0.45,Mobile,0.0,1,0,Active,Yes,25-34,0.1,100.0,0.0
7468,Male,49.0,DE,Family,162.0,13.0,0.49,Web,0.0,1,1,Churned,Yes,45-54,0.08024691358024691,124.61538461538461,0.0
7469,Other,38.0,AU,Family,142.0,68.0,0.23,Web,0.0,1,0,Active,Yes,35-44,0.4788732394366197,20.88235294117647,0.0
7470,Other,30.0,CA,Free,152.0,54.0,0.19,Desktop,20.0,0,0,Active,No,25-34,0.35526315789473684,28.148148148148145,0.37037037037037035
7471,Male,55.0,IN,Free,203.0,4.0,0.31,Mobile,10.0,0,0,Active,No,55-64,0.019704433497536946,507.5,2.5
7472,Male,34.0,PK,Family,64.0,22.0,0.38,Mobile,0.0,1,0,Active,Yes,25-34,0.34375,29.09090909090909,0.0
7473,Female,52.0,AU,Family,36.0,95.0,0.04,Desktop,0.0,1,0,Active,Yes,45-54,2.638888888888889,3.789473684210526,0.0
7474,Male,50.0,PK,Free,62.0,78.0,0.52,Desktop,41.0,0,0,Active,No,45-54,1.2580645161290323,7.948717948717949,0.5256410256410257
7475,Female,25.0,IN,Premium,112.0,18.0,0.42,Desktop,0.0,1,0,Active,Yes,25-34,0.16071428571428573,62.22222222222222,0.0
7476,Other,43.0,PK,Premium,165.0,76.0,0.48,Web,0.0,1,0,Active,Yes,35-44,0.46060606060606063,21.710526315789476,0.0
7477,Male,46.0,FR,Student,188.0,83.0,0.15,Mobile,0.0,1,0,Active,Yes,45-54,0.44148936170212766,22.65060240963855,0.0
7478,Female,46.0,PK,Family,224.0,16.0,0.52,Desktop,0.0,1,1,Churned,Yes,45-54,0.07142857142857142,140.0,0.0
7479,Male,54.0,CA,Premium,275.0,47.0,0.11,Desktop,0.0,1,0,Active,Yes,45-54,0.1709090909090909,58.51063829787234,0.0
7480,Female,47.0,PK,Free,150.0,66.0,0.1,Mobile,14.0,0,0,Active,No,45-54,0.44,22.72727272727273,0.21212121212121213
7481,Male,51.0,CA,Free,78.0,93.0,0.27,Desktop,37.0,0,1,Churned,No,45-54,1.1923076923076923,8.387096774193548,0.3978494623655914
7482,Male,42.0,IN,Free,89.0,99.0,0.21,Web,15.0,0,0,Active,No,35-44,1.1123595505617978,8.98989898989899,0.15151515151515152
7483,Male,30.0,UK,Premium,75.0,5.0,0.02,Web,0.0,1,1,Churned,Yes,25-34,0.06666666666666667,150.0,0.0
7484,Female,42.0,AU,Free,54.0,24.0,0.31,Mobile,33.0,0,0,Active,No,35-44,0.4444444444444444,22.5,1.375
7485,Male,53.0,US,Free,27.0,14.0,0.2,Mobile,21.0,0,0,Active,No,45-54,0.5185185185185185,19.28571428571429,1.5
7486,Female,50.0,DE,Family,260.0,54.0,0.55,Web,0.0,1,0,Active,Yes,45-54,0.2076923076923077,48.148148148148145,0.0
7487,Male,48.0,PK,Student,123.0,70.0,0.41,Mobile,0.0,1,1,Churned,Yes,45-54,0.5691056910569106,17.571428571428573,0.0
7488,Female,21.0,AU,Premium,86.0,48.0,0.43,Desktop,0.0,1,0,Active,Yes,18-24,0.5581395348837209,17.916666666666668,0.0
7489,Female,23.0,PK,Family,286.0,57.0,0.57,Web,0.0,1,0,Active,Yes,18-24,0.1993006993006993,50.175438596491226,0.0
7490,Male,40.0,IN,Free,38.0,54.0,0.24,Web,26.0,0,0,Active,No,35-44,1.4210526315789473,7.037037037037036,0.48148148148148145
7491,Other,35.0,FR,Free,15.0,65.0,0.18,Desktop,45.0,0,0,Active,No,35-44,4.333333333333333,2.3076923076923075,0.6923076923076923
7492,Other,32.0,FR,Premium,139.0,69.0,0.56,Desktop,0.0,1,0,Active,Yes,25-34,0.49640287769784175,20.144927536231883,0.0
7493,Male,29.0,UK,Family,186.0,57.0,0.38,Mobile,0.0,1,1,Churned,Yes,25-34,0.3064516129032258,32.63157894736842,0.0
7494,Female,25.0,FR,Free,26.0,63.0,0.21,Web,14.0,0,0,Active,No,25-34,2.423076923076923,4.126984126984127,0.2222222222222222
7495,Male,48.0,PK,Premium,89.0,49.0,0.05,Mobile,0.0,1,0,Active,Yes,45-54,0.550561797752809,18.163265306122447,0.0
7496,Male,46.0,AU,Premium,250.0,47.0,0.31,Desktop,0.0,1,1,Churned,Yes,45-54,0.188,53.191489361702125,0.0
7497,Female,52.0,IN,Premium,152.0,13.0,0.01,Mobile,0.0,1,0,Active,Yes,45-54,0.08552631578947369,116.92307692307692,0.0
7498,Female,18.0,AU,Student,221.0,21.0,0.29,Mobile,0.0,1,1,Churned,Yes,18-24,0.09502262443438914,105.23809523809523,0.0
7499,Male,35.0,DE,Family,120.0,6.0,0.19,Desktop,0.0,1,0,Active,Yes,35-44,0.05,200.0,0.0
7500,Other,45.0,AU,Premium,216.0,4.0,0.02,Web,0.0,1,0,Active,Yes,45-54,0.018518518518518517,540.0,0.0
7501,Male,29.0,IN,Family,292.0,21.0,0.43,Mobile,0.0,1,0,Active,Yes,25-34,0.07191780821917808,139.04761904761904,0.0
7502,Female,27.0,PK,Free,99.0,79.0,0.37,Desktop,7.0,0,0,Active,No,25-34,0.797979797979798,12.531645569620252,0.08860759493670886
7503,Female,27.0,US,Student,52.0,35.0,0.11,Mobile,0.0,1,0,Active,Yes,25-34,0.6730769230769231,14.857142857142858,0.0
7504,Other,49.0,DE,Student,233.0,78.0,0.31,Mobile,0.0,1,1,Churned,Yes,45-54,0.33476394849785407,29.871794871794872,0.0
7505,Female,18.0,AU,Free,91.0,91.0,0.22,Mobile,23.0,0,0,Active,No,18-24,1.0,10.0,0.25274725274725274
7506,Male,40.0,IN,Free,64.0,4.0,0.1,Desktop,32.0,0,0,Active,No,35-44,0.0625,160.0,8.0
7507,Other,44.0,DE,Free,224.0,6.0,0.21,Web,44.0,0,0,Active,No,35-44,0.026785714285714284,373.33333333333337,7.333333333333333
7508,Female,22.0,FR,Student,48.0,11.0,0.15,Mobile,0.0,1,0,Active,Yes,18-24,0.22916666666666666,43.63636363636363,0.0
7509,Other,54.0,AU,Premium,253.0,34.0,0.41,Mobile,0.0,1,0,Active,Yes,45-54,0.13438735177865613,74.41176470588235,0.0
7510,Female,30.0,FR,Free,235.0,69.0,0.48,Desktop,30.0,0,1,Churned,No,25-34,0.2936170212765957,34.05797101449275,0.43478260869565216
7511,Other,20.0,FR,Free,258.0,60.0,0.12,Mobile,5.0,0,0,Active,No,18-24,0.23255813953488372,43.0,0.08333333333333333
7512,Other,51.0,IN,Student,27.0,35.0,0.33,Mobile,0.0,1,0,Active,Yes,45-54,1.2962962962962963,7.714285714285714,0.0
7513,Other,40.0,IN,Premium,174.0,95.0,0.19,Desktop,0.0,1,0,Active,Yes,35-44,0.5459770114942529,18.31578947368421,0.0
7514,Other,49.0,PK,Free,158.0,54.0,0.44,Desktop,5.0,0,0,Active,No,45-54,0.34177215189873417,29.259259259259256,0.09259259259259259
7515,Female,40.0,IN,Free,227.0,3.0,0.58,Desktop,31.0,0,0,Active,No,35-44,0.013215859030837005,756.6666666666667,10.333333333333334
7516,Male,36.0,US,Student,40.0,61.0,0.17,Web,0.0,1,0,Active,Yes,35-44,1.525,6.557377049180328,0.0
7517,Male,35.0,FR,Free,154.0,91.0,0.57,Web,20.0,0,1,Churned,No,35-44,0.5909090909090909,16.923076923076923,0.21978021978021978
7518,Male,30.0,AU,Premium,269.0,21.0,0.53,Desktop,0.0,1,0,Active,Yes,25-34,0.07806691449814127,128.0952380952381,0.0
7519,Female,27.0,UK,Student,69.0,52.0,0.19,Mobile,0.0,1,1,Churned,Yes,25-34,0.7536231884057971,13.269230769230768,0.0
7520,Female,53.0,FR,Free,64.0,20.0,0.35,Web,44.0,0,0,Active,No,45-54,0.3125,32.0,2.2
7521,Male,42.0,IN,Student,74.0,51.0,0.27,Mobile,0.0,1,0,Active,Yes,35-44,0.6891891891891891,14.50980392156863,0.0
7522,Male,54.0,DE,Student,62.0,19.0,0.35,Mobile,0.0,1,1,Churned,Yes,45-54,0.3064516129032258,32.631578947368425,0.0
7523,Other,24.0,DE,Student,246.0,96.0,0.24,Mobile,0.0,1,0,Active,Yes,18-24,0.3902439024390244,25.625,0.0
7524,Female,20.0,AU,Premium,18.0,9.0,0.05,Desktop,0.0,1,1,Churned,Yes,18-24,0.5,20.0,0.0
7525,Female,24.0,CA,Premium,60.0,12.0,0.1,Web,0.0,1,0,Active,Yes,18-24,0.2,50.0,0.0
7526,Other,24.0,AU,Student,26.0,2.0,0.57,Mobile,0.0,1,1,Churned,Yes,18-24,0.07692307692307693,130.0,0.0
7527,Female,58.0,PK,Student,57.0,68.0,0.53,Desktop,0.0,1,0,Active,Yes,55-64,1.1929824561403508,8.382352941176471,0.0
7528,Other,56.0,US,Student,93.0,83.0,0.02,Mobile,0.0,1,0,Active,Yes,55-64,0.8924731182795699,11.204819277108433,0.0
7529,Other,56.0,CA,Student,293.0,60.0,0.4,Mobile,0.0,1,0,Active,Yes,55-64,0.20477815699658702,48.833333333333336,0.0
7530,Male,40.0,CA,Student,176.0,95.0,0.03,Web,0.0,1,0,Active,Yes,35-44,0.5397727272727273,18.526315789473685,0.0
7531,Other,20.0,DE,Free,133.0,19.0,0.27,Desktop,35.0,0,0,Active,No,18-24,0.14285714285714285,70.0,1.8421052631578947
7532,Male,47.0,DE,Student,292.0,27.0,0.58,Desktop,0.0,1,0,Active,Yes,45-54,0.09246575342465753,108.14814814814814,0.0
7533,Other,35.0,CA,Premium,202.0,39.0,0.09,Web,0.0,1,0,Active,Yes,35-44,0.19306930693069307,51.794871794871796,0.0
7534,Other,42.0,AU,Family,174.0,92.0,0.2,Mobile,0.0,1,0,Active,Yes,35-44,0.5287356321839081,18.91304347826087,0.0
7535,Other,20.0,IN,Premium,184.0,10.0,0.14,Desktop,0.0,1,1,Churned,Yes,18-24,0.05434782608695652,184.0,0.0
7536,Male,26.0,IN,Family,273.0,38.0,0.39,Web,0.0,1,1,Churned,Yes,25-34,0.1391941391941392,71.8421052631579,0.0
7537,Female,57.0,IN,Family,207.0,32.0,0.13,Desktop,0.0,1,1,Churned,Yes,55-64,0.15458937198067632,64.6875,0.0
7538,Male,47.0,US,Free,120.0,35.0,0.46,Web,26.0,0,0,Active,No,45-54,0.2916666666666667,34.285714285714285,0.7428571428571429
7539,Male,53.0,UK,Family,52.0,65.0,0.47,Desktop,0.0,1,0,Active,Yes,45-54,1.25,8.0,0.0
7540,Male,20.0,US,Premium,31.0,36.0,0.38,Desktop,0.0,1,0,Active,Yes,18-24,1.1612903225806452,8.61111111111111,0.0
7541,Male,41.0,IN,Family,297.0,3.0,0.21,Mobile,0.0,1,0,Active,Yes,35-44,0.010101010101010102,990.0,0.0
7542,Male,22.0,UK,Family,64.0,78.0,0.56,Mobile,0.0,1,0,Active,Yes,18-24,1.21875,8.205128205128206,0.0
7543,Other,37.0,FR,Free,256.0,79.0,0.22,Mobile,25.0,0,0,Active,No,35-44,0.30859375,32.405063291139236,0.31645569620253167
7544,Female,22.0,IN,Family,288.0,88.0,0.17,Web,0.0,1,1,Churned,Yes,18-24,0.3055555555555556,32.72727272727273,0.0
7545,Female,42.0,PK,Student,23.0,33.0,0.41,Desktop,0.0,1,0,Active,Yes,35-44,1.434782608695652,6.96969696969697,0.0
7546,Female,41.0,AU,Student,71.0,64.0,0.01,Web,0.0,1,1,Churned,Yes,35-44,0.9014084507042254,11.09375,0.0
7547,Female,28.0,IN,Family,286.0,97.0,0.24,Desktop,0.0,1,0,Active,Yes,25-34,0.33916083916083917,29.48453608247423,0.0
7548,Male,42.0,US,Premium,133.0,1.0,0.03,Mobile,0.0,1,0,Active,Yes,35-44,0.007518796992481203,1330.0,0.0
7549,Male,41.0,DE,Student,268.0,1.0,0.41,Desktop,0.0,1,0,Active,Yes,35-44,0.0037313432835820895,2680.0,0.0
7550,Other,49.0,US,Free,92.0,59.0,0.11,Web,23.0,0,0,Active,No,45-54,0.6413043478260869,15.59322033898305,0.3898305084745763
7551,Other,44.0,CA,Family,124.0,41.0,0.59,Web,0.0,1,0,Active,Yes,35-44,0.33064516129032256,30.243902439024392,0.0
7552,Male,18.0,IN,Premium,102.0,43.0,0.36,Web,0.0,1,0,Active,Yes,18-24,0.4215686274509804,23.72093023255814,0.0
7553,Other,35.0,AU,Family,172.0,22.0,0.23,Mobile,0.0,1,0,Active,Yes,35-44,0.12790697674418605,78.18181818181817,0.0
7554,Male,43.0,US,Premium,32.0,94.0,0.06,Web,0.0,1,0,Active,Yes,35-44,2.9375,3.404255319148936,0.0
7555,Other,48.0,IN,Family,279.0,49.0,0.15,Mobile,0.0,1,0,Active,Yes,45-54,0.17562724014336917,56.938775510204074,0.0
7556,Female,47.0,DE,Premium,266.0,72.0,0.08,Web,0.0,1,0,Active,Yes,45-54,0.2706766917293233,36.94444444444444,0.0
7557,Other,34.0,AU,Free,254.0,69.0,0.32,Web,20.0,0,1,Churned,No,25-34,0.27165354330708663,36.81159420289855,0.2898550724637681
7558,Female,29.0,US,Family,18.0,51.0,0.12,Mobile,0.0,1,0,Active,Yes,25-34,2.8333333333333335,3.5294117647058827,0.0
7559,Other,18.0,US,Student,70.0,90.0,0.21,Web,0.0,1,0,Active,Yes,18-24,1.2857142857142858,7.777777777777778,0.0
7560,Female,28.0,FR,Student,25.0,69.0,0.25,Web,0.0,1,0,Active,Yes,25-34,2.76,3.623188405797101,0.0
7561,Male,50.0,IN,Student,209.0,10.0,0.07,Desktop,0.0,1,0,Active,Yes,45-54,0.04784688995215311,209.0,0.0
7562,Other,19.0,PK,Free,288.0,29.0,0.13,Web,41.0,0,0,Active,No,18-24,0.10069444444444445,99.3103448275862,1.4137931034482758
7563,Other,52.0,CA,Free,197.0,62.0,0.03,Web,29.0,0,1,Churned,No,45-54,0.3147208121827411,31.774193548387096,0.46774193548387094
7564,Other,37.0,IN,Premium,293.0,96.0,0.55,Web,0.0,1,0,Active,Yes,35-44,0.32764505119453924,30.520833333333336,0.0
7565,Other,22.0,UK,Student,122.0,80.0,0.56,Web,0.0,1,0,Active,Yes,18-24,0.6557377049180327,15.25,0.0
7566,Male,39.0,UK,Premium,194.0,6.0,0.09,Mobile,0.0,1,1,Churned,Yes,35-44,0.030927835051546393,323.33333333333337,0.0
7567,Male,59.0,PK,Family,235.0,39.0,0.28,Web,0.0,1,0,Active,Yes,55-64,0.16595744680851063,60.256410256410255,0.0
7568,Male,22.0,FR,Free,27.0,8.0,0.48,Desktop,38.0,0,0,Active,No,18-24,0.2962962962962963,33.75,4.75
7569,Male,46.0,DE,Free,60.0,75.0,0.57,Web,42.0,0,0,Active,No,45-54,1.25,8.0,0.56
7570,Other,39.0,DE,Premium,131.0,63.0,0.01,Desktop,0.0,1,0,Active,Yes,35-44,0.48091603053435117,20.793650793650794,0.0
7571,Male,49.0,US,Premium,146.0,77.0,0.4,Desktop,0.0,1,1,Churned,Yes,45-54,0.5273972602739726,18.96103896103896,0.0
7572,Other,40.0,DE,Student,65.0,95.0,0.1,Desktop,0.0,1,0,Active,Yes,35-44,1.4615384615384615,6.842105263157895,0.0
7573,Male,42.0,AU,Student,125.0,27.0,0.1,Desktop,0.0,1,0,Active,Yes,35-44,0.216,46.29629629629629,0.0
7574,Female,37.0,IN,Premium,108.0,97.0,0.21,Mobile,0.0,1,0,Active,Yes,35-44,0.8981481481481481,11.134020618556702,0.0
7575,Female,51.0,DE,Free,212.0,64.0,0.48,Desktop,10.0,0,0,Active,No,45-54,0.3018867924528302,33.125,0.15625
7576,Other,34.0,US,Student,260.0,97.0,0.23,Desktop,0.0,1,0,Active,Yes,25-34,0.3730769230769231,26.804123711340207,0.0
7577,Male,46.0,PK,Premium,185.0,93.0,0.46,Mobile,0.0,1,0,Active,Yes,45-54,0.5027027027027027,19.892473118279568,0.0
7578,Other,22.0,PK,Family,155.0,57.0,0.6,Mobile,0.0,1,0,Active,Yes,18-24,0.36774193548387096,27.19298245614035,0.0
7579,Male,35.0,PK,Premium,241.0,33.0,0.04,Desktop,0.0,1,0,Active,Yes,35-44,0.13692946058091288,73.03030303030303,0.0
7580,Male,58.0,IN,Premium,227.0,82.0,0.42,Desktop,0.0,1,1,Churned,Yes,55-64,0.36123348017621143,27.682926829268297,0.0
7581,Other,32.0,PK,Free,182.0,30.0,0.47,Desktop,25.0,0,1,Churned,No,25-34,0.16483516483516483,60.666666666666664,0.8333333333333334
7582,Male,41.0,AU,Premium,274.0,55.0,0.5,Web,0.0,1,0,Active,Yes,35-44,0.20072992700729927,49.81818181818182,0.0
7583,Male,30.0,DE,Premium,107.0,95.0,0.27,Mobile,0.0,1,0,Active,Yes,25-34,0.8878504672897196,11.263157894736842,0.0
7584,Female,36.0,IN,Premium,250.0,44.0,0.31,Mobile,0.0,1,0,Active,Yes,35-44,0.176,56.81818181818181,0.0
7585,Other,25.0,CA,Premium,237.0,28.0,0.03,Mobile,0.0,1,1,Churned,Yes,25-34,0.11814345991561181,84.64285714285715,0.0
7586,Other,49.0,US,Free,182.0,81.0,0.6,Web,32.0,0,0,Active,No,45-54,0.44505494505494503,22.469135802469136,0.3950617283950617
7587,Other,38.0,IN,Free,134.0,93.0,0.12,Mobile,47.0,0,1,Churned,No,35-44,0.6940298507462687,14.408602150537634,0.5053763440860215
7588,Male,28.0,DE,Premium,48.0,80.0,0.57,Mobile,0.0,1,1,Churned,Yes,25-34,1.6666666666666667,6.0,0.0
7589,Female,32.0,CA,Family,249.0,97.0,0.41,Desktop,0.0,1,0,Active,Yes,25-34,0.3895582329317269,25.670103092783506,0.0
7590,Other,52.0,AU,Free,184.0,10.0,0.27,Web,11.0,0,0,Active,No,45-54,0.05434782608695652,184.0,1.1
7591,Female,24.0,DE,Free,227.0,92.0,0.07,Mobile,43.0,0,1,Churned,No,18-24,0.4052863436123348,24.67391304347826,0.4673913043478261
7592,Male,42.0,PK,Free,240.0,34.0,0.5,Desktop,30.0,0,0,Active,No,35-44,0.14166666666666666,70.58823529411765,0.8823529411764706
7593,Male,30.0,US,Premium,82.0,81.0,0.41,Web,0.0,1,0,Active,Yes,25-34,0.9878048780487805,10.123456790123457,0.0
7594,Male,54.0,CA,Premium,179.0,10.0,0.14,Desktop,0.0,1,0,Active,Yes,45-54,0.055865921787709494,179.0,0.0
7595,Female,17.0,PK,Free,234.0,98.0,0.4,Mobile,25.0,0,0,Active,No,<18,0.4188034188034188,23.877551020408163,0.25510204081632654
7596,Other,53.0,US,Premium,254.0,11.0,0.04,Web,0.0,1,0,Active,Yes,45-54,0.04330708661417323,230.90909090909088,0.0
7597,Male,48.0,FR,Family,59.0,96.0,0.41,Mobile,0.0,1,0,Active,Yes,45-54,1.6271186440677967,6.145833333333334,0.0
7598,Female,44.0,IN,Student,10.0,81.0,0.55,Mobile,0.0,1,0,Active,Yes,35-44,8.1,1.234567901234568,0.0
7599,Male,17.0,CA,Family,288.0,8.0,0.37,Desktop,0.0,1,0,Active,Yes,<18,0.027777777777777776,360.0,0.0
7600,Other,48.0,CA,Family,148.0,90.0,0.1,Mobile,0.0,1,0,Active,Yes,45-54,0.6081081081081081,16.444444444444443,0.0
7601,Female,42.0,AU,Family,55.0,30.0,0.23,Desktop,0.0,1,1,Churned,Yes,35-44,0.5454545454545454,18.333333333333332,0.0
7602,Female,37.0,CA,Student,287.0,15.0,0.34,Desktop,0.0,1,0,Active,Yes,35-44,0.05226480836236934,191.33333333333334,0.0
7603,Male,28.0,FR,Premium,150.0,88.0,0.16,Desktop,0.0,1,0,Active,Yes,25-34,0.5866666666666667,17.045454545454543,0.0
7604,Female,17.0,US,Family,136.0,58.0,0.51,Web,0.0,1,0,Active,Yes,<18,0.4264705882352941,23.448275862068968,0.0
7605,Other,23.0,DE,Premium,89.0,58.0,0.4,Desktop,0.0,1,0,Active,Yes,18-24,0.651685393258427,15.344827586206897,0.0
7606,Female,45.0,US,Student,11.0,16.0,0.58,Mobile,0.0,1,0,Active,Yes,45-54,1.4545454545454546,6.875,0.0
7607,Male,49.0,FR,Family,163.0,54.0,0.57,Desktop,0.0,1,0,Active,Yes,45-54,0.3312883435582822,30.185185185185183,0.0
7608,Other,53.0,DE,Student,129.0,54.0,0.12,Desktop,0.0,1,0,Active,Yes,45-54,0.4186046511627907,23.888888888888886,0.0
7609,Male,20.0,FR,Student,144.0,62.0,0.19,Desktop,0.0,1,1,Churned,Yes,18-24,0.4305555555555556,23.225806451612904,0.0
7610,Female,20.0,US,Free,119.0,69.0,0.21,Mobile,38.0,0,1,Churned,No,18-24,0.5798319327731093,17.246376811594203,0.5507246376811594
7611,Other,53.0,IN,Family,106.0,90.0,0.32,Mobile,0.0,1,0,Active,Yes,45-54,0.8490566037735849,11.777777777777779,0.0
7612,Female,51.0,UK,Premium,46.0,23.0,0.09,Desktop,0.0,1,0,Active,Yes,45-54,0.5,20.0,0.0
7613,Other,35.0,CA,Premium,243.0,65.0,0.55,Mobile,0.0,1,0,Active,Yes,35-44,0.2674897119341564,37.38461538461539,0.0
7614,Female,46.0,US,Free,268.0,45.0,0.19,Mobile,6.0,0,0,Active,No,45-54,0.16791044776119404,59.55555555555556,0.13333333333333333
7615,Other,56.0,PK,Premium,210.0,2.0,0.52,Desktop,0.0,1,0,Active,Yes,55-64,0.009523809523809525,1050.0,0.0
7616,Other,17.0,CA,Free,179.0,92.0,0.53,Web,6.0,0,0,Active,No,<18,0.5139664804469274,19.456521739130437,0.06521739130434782
7617,Other,28.0,PK,Student,173.0,31.0,0.43,Desktop,0.0,1,0,Active,Yes,25-34,0.1791907514450867,55.806451612903224,0.0
7618,Other,34.0,FR,Premium,292.0,36.0,0.32,Desktop,0.0,1,0,Active,Yes,25-34,0.1232876712328767,81.11111111111111,0.0
7619,Female,57.0,PK,Premium,147.0,74.0,0.57,Web,0.0,1,1,Churned,Yes,55-64,0.5034013605442177,19.864864864864863,0.0
7620,Male,29.0,US,Premium,194.0,38.0,0.47,Web,0.0,1,0,Active,Yes,25-34,0.1958762886597938,51.05263157894737,0.0
7621,Other,48.0,US,Free,287.0,44.0,0.07,Web,10.0,0,0,Active,No,45-54,0.15331010452961671,65.22727272727272,0.22727272727272727
7622,Female,39.0,AU,Student,112.0,25.0,0.36,Mobile,0.0,1,0,Active,Yes,35-44,0.22321428571428573,44.8,0.0
7623,Female,49.0,FR,Free,40.0,64.0,0.38,Desktop,12.0,0,1,Churned,No,45-54,1.6,6.25,0.1875
7624,Female,50.0,US,Premium,199.0,26.0,0.29,Desktop,0.0,1,0,Active,Yes,45-54,0.1306532663316583,76.53846153846153,0.0
7625,Other,18.0,US,Family,198.0,31.0,0.44,Desktop,0.0,1,0,Active,Yes,18-24,0.15656565656565657,63.87096774193548,0.0
7626,Female,43.0,PK,Family,77.0,78.0,0.21,Mobile,0.0,1,1,Churned,Yes,35-44,1.0129870129870129,9.871794871794872,0.0
7627,Female,57.0,FR,Family,133.0,77.0,0.17,Web,0.0,1,0,Active,Yes,55-64,0.5789473684210527,17.272727272727273,0.0
7628,Male,58.0,AU,Free,65.0,7.0,0.32,Desktop,9.0,0,0,Active,No,55-64,0.1076923076923077,92.85714285714286,1.2857142857142858
7629,Female,52.0,DE,Student,115.0,70.0,0.25,Desktop,0.0,1,0,Active,Yes,45-54,0.6086956521739131,16.428571428571427,0.0
7630,Other,39.0,IN,Student,62.0,28.0,0.56,Mobile,0.0,1,0,Active,Yes,35-44,0.45161290322580644,22.142857142857146,0.0
7631,Female,50.0,FR,Free,281.0,5.0,0.21,Mobile,24.0,0,0,Active,No,45-54,0.017793594306049824,562.0,4.8
7632,Other,39.0,AU,Student,65.0,3.0,0.28,Mobile,0.0,1,0,Active,Yes,35-44,0.046153846153846156,216.66666666666669,0.0
7633,Male,29.0,PK,Free,281.0,22.0,0.24,Desktop,8.0,0,0,Active,No,25-34,0.07829181494661921,127.72727272727272,0.36363636363636365
7634,Male,40.0,PK,Family,249.0,95.0,0.35,Web,0.0,1,1,Churned,Yes,35-44,0.3815261044176707,26.210526315789473,0.0
7635,Other,16.0,AU,Premium,117.0,62.0,0.05,Desktop,0.0,1,0,Active,Yes,<18,0.5299145299145299,18.870967741935484,0.0
7636,Male,19.0,CA,Student,244.0,7.0,0.22,Mobile,0.0,1,1,Churned,Yes,18-24,0.028688524590163935,348.5714285714286,0.0
7637,Female,32.0,UK,Premium,119.0,3.0,0.42,Web,0.0,1,0,Active,Yes,25-34,0.025210084033613446,396.6666666666667,0.0
7638,Other,51.0,DE,Family,32.0,12.0,0.58,Mobile,0.0,1,0,Active,Yes,45-54,0.375,26.666666666666668,0.0
7639,Male,18.0,IN,Premium,183.0,11.0,0.32,Desktop,0.0,1,0,Active,Yes,18-24,0.060109289617486336,166.36363636363635,0.0
7640,Male,17.0,FR,Free,57.0,78.0,0.57,Mobile,21.0,0,0,Active,No,<18,1.368421052631579,7.3076923076923075,0.2692307692307692
7641,Male,55.0,CA,Student,268.0,67.0,0.22,Mobile,0.0,1,1,Churned,Yes,55-64,0.25,40.0,0.0
7642,Male,46.0,UK,Free,257.0,32.0,0.1,Desktop,44.0,0,0,Active,No,45-54,0.1245136186770428,80.3125,1.375
7643,Male,21.0,DE,Free,146.0,46.0,0.25,Web,32.0,0,0,Active,No,18-24,0.3150684931506849,31.739130434782613,0.6956521739130435
7644,Other,36.0,FR,Premium,88.0,47.0,0.14,Mobile,0.0,1,1,Churned,Yes,35-44,0.5340909090909091,18.72340425531915,0.0
7645,Female,56.0,US,Premium,30.0,86.0,0.05,Web,0.0,1,1,Churned,Yes,55-64,2.8666666666666667,3.488372093023256,0.0
7646,Other,41.0,DE,Student,99.0,58.0,0.59,Mobile,0.0,1,0,Active,Yes,35-44,0.5858585858585859,17.06896551724138,0.0
7647,Other,52.0,IN,Premium,58.0,11.0,0.55,Web,0.0,1,0,Active,Yes,45-54,0.1896551724137931,52.72727272727272,0.0
7648,Female,43.0,FR,Free,53.0,13.0,0.38,Mobile,30.0,0,0,Active,No,35-44,0.24528301886792453,40.76923076923077,2.3076923076923075
7649,Male,33.0,PK,Family,204.0,77.0,0.08,Web,0.0,1,0,Active,Yes,25-34,0.37745098039215685,26.493506493506494,0.0
7650,Other,49.0,AU,Family,165.0,16.0,0.33,Mobile,0.0,1,1,Churned,Yes,45-54,0.09696969696969697,103.125,0.0
7651,Female,41.0,UK,Free,149.0,66.0,0.52,Mobile,35.0,0,1,Churned,No,35-44,0.4429530201342282,22.575757575757578,0.5303030303030303
7652,Male,35.0,IN,Family,140.0,62.0,0.14,Web,0.0,1,0,Active,Yes,35-44,0.44285714285714284,22.58064516129032,0.0
7653,Female,20.0,PK,Free,224.0,34.0,0.08,Mobile,19.0,0,1,Churned,No,18-24,0.15178571428571427,65.88235294117648,0.5588235294117647
7654,Male,46.0,AU,Student,255.0,21.0,0.5,Mobile,0.0,1,0,Active,Yes,45-54,0.08235294117647059,121.42857142857142,0.0
7655,Male,49.0,AU,Student,195.0,85.0,0.16,Web,0.0,1,0,Active,Yes,45-54,0.4358974358974359,22.941176470588236,0.0
7656,Other,59.0,UK,Family,63.0,41.0,0.25,Web,0.0,1,1,Churned,Yes,55-64,0.6507936507936508,15.365853658536587,0.0
7657,Male,26.0,US,Student,193.0,53.0,0.38,Web,0.0,1,0,Active,Yes,25-34,0.27461139896373055,36.41509433962264,0.0
